#{"t_start": 1679529352.5506628, "env_id": "CarRacing-v0"}
r,l,t
196.934866,1000,50.334436
410.47619,1000,99.073266
319.141914,1000,149.387909
277.862595,1000,200.113968
327.466151,1000,249.513764
289.728097,1000,303.721692
680.141844,1000,355.657811
351.345756,1000,406.993965
288.601036,1000,459.278265
158.865248,1000,511.138066
442.48366,1000,562.991015
404.237288,1000,616.837668
60.629921,1000,669.186425
383.739837,1000,721.101322
269.426752,1000,773.881079
209.653916,1000,826.390136
359.459459,1000,878.93773
263.924051,1000,933.784502
200.826446,1000,986.190819
228.097731,1000,1039.364262
431.760436,1000,1092.708242
225.823224,1000,1139.926398
178.884462,1000,1191.549257
284.615385,1000,1244.063537
450.11655,1000,1297.204929
186.549708,1000,1350.946966
272.400756,1000,1405.664991
430.266344,1000,1460.905412
56.133829,1000,1513.981884
436.585366,1000,1567.7873
172.853186,1000,1620.542971
225.095057,1000,1673.18398
423.636364,1000,1725.607137
396.515679,1000,1778.517609
172.334294,1000,1832.998976
396.981891,1000,1883.805187
313.793103,1000,1935.740249
386.988848,1000,1986.77355
581.818182,1000,2038.471731
444.217687,1000,2090.918018
393.006993,1000,2143.62625
415.044248,1000,2198.47404
449.822064,1000,2245.735575
358.40708,1000,2297.359911
501.694915,1000,2349.384111
220.895522,1000,2401.962943
623.27044,1000,2453.519359
446.409807,1000,2506.741787
385.008818,1000,2558.139447
574.008811,1000,2609.647761
272.516556,1000,2661.720825
14.803625,1000,2713.915529
295.669291,1000,2764.565962
274.576271,1000,2815.234999
414.285714,1000,2868.386348
66.939444,1000,2922.487165
328.571429,1000,2974.980676
312.803532,1000,3026.888499
602.764977,1000,3078.202428
426.88172,1000,3130.140605
99.675325,1000,3181.557295
504.606526,1000,3233.201993
232.723949,1000,3285.452281
353.744493,1000,3331.456526
266.508689,1000,3384.056711
518.257261,1000,3435.126476
272.212693,1000,3487.159791
209.636651,1000,3539.086136
609.745763,1000,3591.312586
511.650485,1000,3644.344697
545.308924,1000,3696.445209
344.625407,1000,3748.776682
423.020258,1000,3801.568759
241.155235,1000,3854.289626
123.404255,1000,3909.063755
129.402262,1000,3961.538672
98.067633,1000,4013.814281
44.249513,1000,4065.12213
434.709193,1000,4116.889439
393.554328,1000,4169.357265
160.647359,1000,4220.914634
174.549098,1000,4272.522192
509.236234,1000,4324.868127
200.0,1000,4376.662826
427.472527,1000,4428.384123
416.814159,1000,4474.698014
380.144404,1000,4527.458153
271.73913,1000,4580.056345
414.910537,1000,4631.544913
453.31992,1000,4683.015736
176.8,1000,4734.823936
261.266294,1000,4786.815681
396.168582,1000,4838.052005
204.635762,1000,4890.085016
219.223986,1000,4940.987888
146.435845,1000,4992.928606
92.236599,1000,5046.590507
136.391913,1000,5097.918955
228.125,1000,5149.461396
210.126582,1000,5201.302381
299.046105,1000,5253.620207
9.15493,1000,5305.880786
92.307692,1000,5359.789251
419.392917,1000,5412.648962
130.645161,1000,5463.949214
491.549296,1000,5516.090588
375.378788,1000,5563.355033
123.168654,1000,5614.673159
59.340659,1000,5667.030654
71.586716,1000,5719.71209
198.657718,1000,5772.179529
241.304348,1000,5825.480671
375.308642,1000,5876.202015
86.813187,1000,5929.300038
151.838235,1000,5979.883645
344.633731,1000,6031.449917
117.973231,1000,6083.508018
-38.0,1000,6137.886772
393.21267,1000,6190.199335
60.148976,1000,6242.062704
390.44586,1000,6294.396483
46.341463,1000,6349.000764
411.677282,1000,6403.243058
-31.863727,1000,6456.583331
228.828829,1000,6508.332204
