#{"t_start": 1679529352.5491483, "env_id": "CarRacing-v0"}
r,l,t
230.341113,1000,50.28882
298.042414,1000,99.028227
342.680776,1000,149.263518
267.174281,1000,200.069191
523.255814,1000,249.454917
225.174825,1000,303.667902
35.738832,1000,355.607476
420.153551,1000,406.945865
35.714286,1000,459.226695
179.296875,1000,511.085341
178.625954,1000,562.935288
284.892086,1000,616.788841
268.327402,1000,669.131912
213.311688,1000,721.049599
378.927203,1000,773.825804
248.056537,1000,826.337065
289.496718,1000,878.887516
146.800731,1000,933.729261
282.940109,1000,986.141261
370.054446,1000,1039.321329
192.069632,1000,1092.66067
122.641509,1000,1139.875726
421.568627,1000,1191.49597
255.218855,1000,1244.013695
317.165669,1000,1297.149379
270.07874,1000,1350.894823
373.372781,1000,1405.530181
432.934132,1000,1460.848813
273.156342,1000,1513.932477
466.115702,1000,1567.710098
530.99631,1000,1620.487855
444.401544,1000,1673.06708
394.86653,1000,1725.538803
407.220217,1000,1778.467631
388.970588,1000,1832.941241
571.641791,1000,1883.750783
395.145631,1000,1935.694
85.501066,1000,1986.724797
156.457565,1000,2038.422482
400.863558,1000,2090.806201
384.797297,1000,2143.577571
315.300546,1000,2198.425543
244.383057,1000,2245.684032
388.926746,1000,2297.304768
326.530612,1000,2349.336783
445.977011,1000,2401.911925
474.349442,1000,2453.470478
417.667845,1000,2506.690867
490.604027,1000,2558.090264
453.875236,1000,2609.604903
606.69746,1000,2661.656831
506.118547,1000,2713.86503
431.669866,1000,2764.522035
683.042394,1000,2815.179176
485.551331,1000,2868.334013
132.899023,1000,2922.436004
102.40481,1000,2974.929963
243.75,1000,3026.833315
470.175439,1000,3078.151595
480.45977,1000,3130.09117
517.424242,1000,3181.510927
498.076923,1000,3233.158564
317.943107,1000,3285.404058
547.887324,1000,3331.403388
437.5,1000,3384.008123
143.445693,1000,3435.071903
220.338983,1000,3487.105659
307.129456,1000,3539.034992
424.390244,1000,3591.259804
250.352113,1000,3644.291529
125.0,1000,3696.390097
410.433387,1000,3748.656856
146.402878,1000,3801.514988
335.39823,1000,3854.237766
143.194192,1000,3909.009362
244.537815,1000,3961.484871
215.47619,1000,4013.765193
116.11002,1000,4065.072804
334.065934,1000,4116.836636
390.605428,1000,4169.302844
332.323232,1000,4220.859018
326.666667,1000,4272.46775
285.714286,1000,4324.822895
13.899614,1000,4376.614191
49.466192,1000,4428.340222
340.366972,1000,4474.642144
304.886562,1000,4527.404089
315.913201,1000,4580.008275
50.793651,1000,4631.484867
205.993691,1000,4682.964749
302.439024,1000,4734.772791
79.439252,1000,4786.762358
222.641509,1000,4837.99714
163.157895,1000,4890.030725
335.992579,1000,4940.939401
196.969697,1000,4992.875441
-25.13369,1000,5046.544437
173.092369,1000,5097.867662
227.556326,1000,5149.414893
595.555556,1000,5201.247538
-4.411765,1000,5253.561624
344.444444,1000,5305.829377
240.033501,1000,5359.733596
175.510204,1000,5412.599544
351.882845,1000,5463.900599
245.02924,1000,5516.03978
242.359768,1000,5563.302889
265.354331,1000,5614.619386
6.135987,1000,5666.981737
175.092937,1000,5719.665707
10.151188,1000,5772.125942
137.642586,1000,5825.431557
310.377358,1000,5876.150838
45.516074,1000,5929.247719
59.183673,1000,5979.832854
252.320675,1000,6031.398233
-82.107356,1000,6083.454139
162.569832,1000,6137.777599
138.955823,1000,6190.148645
246.938776,1000,6242.011626
193.510324,1000,6294.340311
42.592593,1000,6348.951117
388.986784,1000,6403.191497
406.465517,1000,6456.528245
213.274336,1000,6508.284682
