#{"t_start": 1679656571.1900947, "env_id": "CarRacing-v0"}
r,l,t
-20.577617,1000,47.974297
-27.392739,1000,90.385987
-62.711864,1000,136.830615
-33.774834,1000,189.439329
-20.962199,1000,246.741025
-34.640523,1000,303.422854
-34.579439,1000,364.962259
-31.271478,1000,426.691396
-0.0,1000,486.181713
-68.641115,1000,537.921616
236.666667,1000,586.402265
295.759717,1000,635.894305
63.076923,1000,686.544104
252.941176,1000,734.825497
-62.328767,1000,782.989758
228.621908,1000,835.690372
135.66879,1000,887.580487
37.614679,1000,936.588185
274.269006,1000,984.740074
174.834437,1000,1037.378983
-6.451613,1000,1092.664542
324.460432,1000,1146.743418
83.333333,1000,1203.825816
191.390728,1000,1259.520439
212.92517,1000,1316.983706
-48.0,1000,1373.334027
354.545455,1000,1429.790391
182.828283,1000,1486.064319
245.047923,1000,1542.469445
73.076923,1000,1597.745635
282.758621,1000,1654.072741
