#{"t_start": 1679656571.187983, "env_id": "CarRacing-v0"}
r,l,t
-30.0,1000,47.927349
-27.631579,1000,90.337937
-49.771689,1000,136.769366
-77.635783,1000,189.390774
-34.065934,1000,246.638407
25.874126,1000,303.356149
-60.912052,1000,364.890101
0.0,1000,426.623207
160.997067,1000,486.116089
120.0,1000,537.863159
-28.315412,1000,586.342329
-56.375839,1000,635.837917
23.778502,1000,686.480057
-36.708861,1000,734.7609
150.0,1000,782.937315
156.410256,1000,835.622768
122.222222,1000,887.528869
307.801418,1000,936.531264
13.268608,1000,984.690677
-7.849829,1000,1037.298967
313.043478,1000,1092.604723
232.298137,1000,1146.677882
-16.943522,1000,1203.766185
225.670498,1000,1259.465465
386.666667,1000,1316.928241
90.47619,1000,1373.187572
157.839721,1000,1429.730999
228.413284,1000,1486.005313
176.978417,1000,1542.412833
263.013699,1000,1597.664657
334.083601,1000,1654.000105
19.864516,383,1676.811475
