#{"t_start": 1679654572.281604, "env_id": "CarRacing-v0"}
r,l,t
-54.983923,1000,52.58974
-85.549133,1000,99.657788
-86.013986,1000,147.451298
-88.095238,1000,197.435773
-83.713355,1000,247.679231
-81.481481,1000,301.970419
-79.661017,1000,352.122155
-84.177215,1000,401.82901
-85.915493,1000,450.807982
-84.496124,1000,499.221245
-78.417266,1000,549.383509
-87.57764,1000,598.192482
-81.481481,1000,648.865283
-69.283276,1000,701.392308
-85.337243,1000,752.841231
-86.394558,1000,804.061571
-81.203008,1000,854.935787
-84.025559,1000,908.921104
-82.142857,1000,959.147846
-83.277592,1000,1008.476992
-84.555985,1000,1058.489013
-79.238754,1000,1104.659574
-81.949458,1000,1156.087448
-83.277592,1000,1211.14684
-83.108108,1000,1263.462945
-87.57764,1000,1315.645195
-87.616099,1000,1370.014345
-85.294118,1000,1419.155865
-78.494624,1000,1468.73905
-88.16568,1000,1521.719883
-85.294118,1000,1573.511296
