#{"t_start": 1679654572.2827168, "env_id": "CarRacing-v0"}
r,l,t
-71.428571,1000,52.62318
-83.766234,1000,99.694947
-76.666667,1000,147.48513
-81.060606,1000,197.472521
-86.885246,1000,247.714122
-83.552632,1000,302.010132
-86.348123,1000,352.158388
-82.578397,1000,401.873795
-87.460815,1000,450.842851
-85.915493,1000,499.258041
-82.876712,1000,549.422439
-84.496124,1000,598.231236
-83.92283,1000,648.905644
-86.15917,1000,701.43049
-81.949458,1000,752.87905
-77.859779,1000,804.102949
-84.025559,1000,854.974697
-86.013986,1000,908.956225
-80.066445,1000,959.181173
-82.758621,1000,1008.509506
-88.338192,1000,1058.527958
-74.545455,1000,1104.699434
-61.130742,1000,1156.129921
-85.239852,1000,1211.183078
-74.729242,1000,1263.511126
-76.666667,1000,1315.689356
-82.206406,1000,1370.05246
-82.758621,1000,1419.296092
-86.622074,1000,1468.783367
-76.351351,1000,1521.758535
-76.190476,1000,1573.550681
