#{"t_start": 1679654572.2788062, "env_id": "CarRacing-v0"}
r,l,t
-45.205479,1000,52.526403
-83.333333,1000,99.558419
-75.077882,1000,147.391207
-81.481481,1000,197.347985
-77.272727,1000,247.500866
-82.876712,1000,301.884308
-82.394366,1000,352.042878
-83.974359,1000,401.739029
-84.126984,1000,450.728558
-82.078853,1000,499.146293
-85.163205,1000,549.313998
-79.674797,1000,598.113328
-85.185185,1000,648.786117
-82.817869,1000,701.302041
-82.817869,1000,752.76607
-79.508197,1000,803.975315
-87.055016,1000,854.861219
-83.050847,1000,908.847485
-79.452055,1000,959.082074
-84.076433,1000,1008.40669
-88.023952,1000,1058.422142
-83.713355,1000,1104.588331
-85.611511,1000,1156.005727
-80.13245,1000,1211.070411
-87.138264,1000,1263.373693
-81.818182,1000,1315.568073
-81.884058,1000,1369.936182
-82.517483,1000,1419.077214
-87.261146,1000,1468.660223
-85.663082,1000,1521.637037
-77.124183,1000,1573.423614
