#{"t_start": 1679522697.2612264, "env_id": "CarRacing-v0"}
r,l,t
463.492063,1000,66.149216
932.8,672,113.053586
669.84127,1000,177.752615
836.507937,1000,241.547727
503.174603,1000,303.033201
922.3,777,347.146623
701.587302,1000,408.625409
773.015873,1000,470.778064
273.015873,1000,534.027773
938.9,611,569.924682
945.6,544,603.541036
942.0,580,639.535769
598.412698,1000,702.702522
941.6,584,737.993229
906.8,932,797.572681
908.4,916,855.858756
941.2,588,892.017733
945.1,549,926.072026
954.5,455,955.133668
950.8,492,986.666985
960.8,392,1013.832857
961.2,388,1040.541402
955.4,446,1070.231001
606.349206,1000,1136.007965
924.3,757,1185.087598
876.190476,1000,1250.023984
550.793651,1000,1315.923521
947.0,530,1350.822173
949.2,508,1384.20885
90.47619,1000,1449.38451
376.190476,1000,1522.669456
962.1,379,1551.148627
961.7,383,1568.926917
919.9,801,1625.314305
780.952381,1000,1691.662555
957.1,429,1719.896376
959.7,403,1739.933839
765.079365,1000,1804.993434
961.5,385,1831.95839
868.253968,1000,1896.014317
923.7,763,1948.961833
503.174603,1000,2011.792108
