#{"t_start": 1679522697.2629826, "env_id": "CarRacing-v0"}
r,l,t
904.2,958,64.315009
930.3,697,112.282171
884.126984,1000,176.865511
257.142857,1000,240.828534
550.793651,1000,302.151717
820.634921,1000,364.855249
519.047619,1000,418.077198
947.8,522,458.546215
947.8,522,490.287847
860.31746,1000,544.770649
913.0,870,601.74438
939.7,603,638.934567
929.7,703,688.010959
948.5,515,720.541634
948.1,519,752.697438
952.6,474,782.625964
924.9,751,825.734542
868.253968,1000,888.736088
946.1,539,922.361898
962.4,376,947.731268
956.3,437,976.794998
903.8,962,1038.977182
935.2,648,1078.087898
964.5,355,1102.943198
961.4,386,1121.582448
693.650794,1000,1192.395997
943.0,570,1228.102796
938.0,620,1275.110025
917.1,829,1324.313926
892.125984,1000,1390.552036
961.9,381,1417.665343
963.2,368,1443.908856
964.2,358,1461.073963
965.4,346,1490.200495
836.507937,1000,1561.170911
964.1,359,1586.773355
911.3,887,1637.916865
439.68254,1000,1703.676768
959.4,406,1732.416387
948.7,513,1765.829331
860.31746,1000,1830.622689
749.206349,1000,1894.729275
922.9,771,1948.150116
919.2,808,1993.84128
