#{"t_start": 1679519325.4384677, "env_id": "CarRacing-v0"}
r,l,t
-10.607867,1000,65.596928
10.250298,1000,132.803758
108.581645,1000,203.175202
150.297974,1000,273.406426
290.34565,1000,345.051721
-55.303933,1000,419.074441
370.79857,1000,493.568532
445.954112,755,554.21022
200.953516,1000,631.50789
72.824791,1000,713.892772
431.654112,898,778.914619
278.426698,1000,857.219022
444.354112,771,908.030769
-4.648391,1000,968.82478
370.79857,1000,1028.985082
177.115614,1000,1089.078938
448.454112,730,1131.151178
320.143027,1000,1190.757334
25.148987,1000,1250.428056
120.500596,1000,1310.229931
468.754112,527,1342.753236
432.954112,885,1399.52617
455.654112,658,1438.840048
194.994041,1000,1500.226938
462.254112,592,1534.509557
453.954112,675,1573.125197
400.595948,1000,1635.574826
477.854112,436,1663.269733
465.154112,563,1697.70995
477.754112,437,1725.77569
476.054112,454,1753.447701
461.854112,596,1787.90755
171.156138,1000,1848.111397
470.654112,508,1878.071254
477.454112,440,1904.989495
482.754112,387,1929.403355
465.554112,559,1962.483337
472.854112,486,1993.283873
467.954112,535,2025.807884
477.354112,441,2052.897596
481.854112,396,2073.658099
