#{"t_start": 1679519325.4362135, "env_id": "CarRacing-v0"}
r,l,t
-22.526818,1000,65.463407
-67.222884,1000,132.574291
-1.668653,1000,203.047528
159.237187,1000,273.191626
-49.344458,1000,344.915457
-55.303933,1000,418.916618
432.754112,887,486.255497
22.169249,1000,562.755485
364.839094,1000,640.433499
439.154112,823,704.681673
442.354112,791,769.040946
425.854112,956,843.737359
431.254112,902,904.51398
-31.466031,1000,965.271622
123.480334,1000,1025.962697
189.034565,1000,1081.314435
111.561383,1000,1141.73874
-61.263409,1000,1201.232921
397.61621,1000,1260.962259
471.654112,498,1290.843842
-34.445769,1000,1351.862579
460.654112,608,1388.431873
443.754112,777,1439.75922
460.054112,614,1476.919852
456.354112,651,1514.723509
457.054112,644,1555.715568
464.554112,569,1588.794881
476.754112,447,1616.73185
479.354112,421,1646.314277
475.454112,460,1669.471961
475.154112,463,1698.810161
476.654112,448,1727.481108
215.852205,1000,1786.918695
465.054112,564,1820.909444
60.90584,1000,1880.019724
129.439809,1000,1940.290582
476.454112,450,1967.875308
468.354112,531,2000.872507
141.35876,1000,2062.07137
