#{"t_start": 1679525511.2692745, "env_id": "CarRacing-v0"}
r,l,t
537.037037,1000,62.009488
779.518072,1000,121.891949
627.272727,1000,182.430952
291.304348,1000,246.231163
862.121212,1000,317.034577
642.1875,1000,379.791595
549.122807,1000,441.418198
613.114754,1000,505.383118
856.521739,1000,568.177867
870.588235,1000,629.991769
748.739496,1000,691.868311
736.363636,1000,753.590349
629.411765,1000,818.351832
916.8,832,872.943096
718.181818,1000,925.927348
820.731707,1000,988.030255
781.889764,1000,1047.945503
918.6,814,1099.35282
836.936937,1000,1160.72959
880.952381,1000,1218.584356
875.609756,1000,1278.268726
869.69697,1000,1336.933413
775.0,1000,1396.30946
430.864198,1000,1455.630413
687.5,1000,1521.95602
842.622951,1000,1581.618099
857.983193,1000,1639.946315
698.561151,1000,1691.31231
805.063291,1000,1752.141162
884.496124,1000,1810.025666
841.605839,1000,1869.219849
862.121212,1000,1927.424728
