#{"t_start": 1679614350.5644534, "env_id": "CarRacing-v0"}
r,l,t
-70.790378,1000,47.441809
-74.637681,1000,92.48394
-18.644068,1000,138.123122
13.772455,1000,185.079279
-16.81736,1000,232.050114
64.259928,1000,278.669534
-53.191489,1000,328.771417
-70.496894,1000,386.017533
-24.050633,1000,438.577225
-17.898194,1000,489.182518
33.451957,1000,539.673276
29.573171,1000,590.318049
-53.153153,1000,639.951936
-47.162427,1000,688.180053
15.163148,1000,738.188548
24.721604,1000,788.66193
-38.517179,1000,838.015086
49.825784,1000,888.423139
1.754386,1000,939.080956
112.0,1000,991.932044
41.453831,1000,1044.172199
101.149425,1000,1090.65066
57.264957,1000,1141.045578
196.0,1000,1190.977384
61.458333,1000,1241.244689
76.908752,1000,1293.414527
32.8125,1000,1343.340641
-25.663717,1000,1394.187479
-14.396887,1000,1444.573764
147.654784,1000,1495.279294
53.24165,1000,1546.022147
-1.065449,1000,1596.982928
39.097744,1000,1645.930777
110.714286,1000,1696.566143
75.746924,1000,1746.069488
101.886792,1000,1795.599717
111.446741,1000,1845.781073
260.576923,1000,1894.819036
172.177419,1000,1946.181234
110.801394,1000,1996.008612
-79.719189,1000,2047.404547
-34.256055,1000,2099.935476
87.5,1000,2146.848548
72.006745,1000,2197.422942
36.593592,1000,2248.572299
-61.937716,1000,2300.7088
-1.273885,1000,2352.1105
132.358003,1000,2402.509072
57.024793,1000,2459.755215
139.713775,1000,2526.230544
145.901639,1000,2586.405858
238.114754,1000,2649.678233
202.457467,1000,2712.498569
178.33002,1000,2777.205891
96.226415,1000,2845.383696
186.266925,1000,2911.364609
-7.637655,1000,2979.456691
-6.626506,1000,3054.652009
12.962963,1000,3131.558591
91.455696,1000,3197.398314
2.201258,1000,3268.369096
55.009452,1000,3336.305146
19.782214,1000,3403.541757
273.205742,1000,3461.935951
141.035857,1000,3534.059015
243.915344,1000,3601.555608
-15.936953,1000,3674.16411
139.488117,1000,3747.975623
249.91119,1000,3828.112957
147.960848,1000,3907.171234
68.085106,1000,3991.030227
153.682488,1000,4076.528743
96.610169,1000,4159.223374
122.44489,1000,4243.340182
200.668151,1000,4319.761783
130.508475,1000,4401.187656
125.296443,1000,4473.508285
52.133581,1000,4563.870707
