#{"t_start": 1679614350.5616505, "env_id": "CarRacing-v0"}
r,l,t
-78.723404,1000,47.320796
-64.948454,1000,92.348774
-63.235294,1000,137.998347
-56.448911,1000,184.952976
-25.087108,1000,231.929382
38.059701,1000,278.531391
-47.281713,1000,328.638057
116.117216,1000,385.879656
13.744076,1000,438.387949
72.022684,1000,489.040121
63.561077,1000,539.539285
83.739837,1000,590.181293
55.279503,1000,639.827536
39.186296,1000,687.983787
42.857143,1000,738.044083
-48.076923,1000,788.525815
-15.289256,1000,837.886432
-27.734375,1000,888.299274
102.357564,1000,938.886457
-12.801484,1000,991.805879
5.536332,1000,1044.049444
48.423006,1000,1090.440349
139.263804,1000,1140.912134
26.537786,1000,1190.842214
60.0,1000,1241.11658
-18.103448,1000,1293.272896
124.609375,1000,1343.153491
122.222222,1000,1394.05617
72.881356,1000,1444.408449
-37.5,1000,1495.145602
113.461538,1000,1545.881838
1.088647,1000,1596.853007
104.545455,1000,1645.785239
65.048544,1000,1696.433274
28.64494,1000,1745.887963
-50.636943,1000,1795.459594
84.501845,1000,1845.650419
-21.276596,1000,1894.623364
46.579805,1000,1946.052189
-30.327869,1000,1995.871924
50.735294,1000,2047.279284
104.861111,1000,2099.814365
100.736648,1000,2146.634841
23.861566,1000,2197.265953
87.707641,1000,2248.435081
-73.282443,1000,2300.583056
150.0,1000,2351.979481
-27.194861,1000,2402.324272
152.066116,1000,2459.610728
7.606679,1000,2526.094133
58.953722,1000,2586.277058
202.325581,1000,2649.526295
32.53012,1000,2712.363671
82.656827,1000,2777.037473
67.202572,1000,2845.234427
248.837209,1000,2911.122981
101.506591,1000,2979.307888
-1.851852,1000,3054.32337
26.232742,1000,3131.292093
110.79258,1000,3197.214021
475.107296,1000,3268.213126
200.632911,1000,3336.175264
313.654618,1000,3403.417765
200.0,1000,3461.688473
134.693878,1000,3533.90176
15.248227,1000,3601.431743
67.177914,1000,3674.033355
6.306306,1000,3747.807546
-8.2397,1000,3827.971136
126.519337,1000,3906.91239
105.555556,1000,3990.86041
-17.721519,1000,4076.365298
126.039783,1000,4159.039705
2.608696,1000,4243.163418
401.01833,1000,4319.591665
205.263158,1000,4401.019215
141.935484,1000,4473.27504
191.005291,1000,4563.673998
