#{"t_start": 1679579456.541198, "env_id": "CarRacing-v0"}
r,l,t
13.207547,1000,45.115627
93.771626,1000,85.614371
109.964413,1000,129.380587
95.205479,1000,173.059816
113.793103,1000,216.96286
-54.098361,1000,261.902705
-81.873112,1000,307.475329
-76.109215,1000,352.463397
-84.227129,1000,397.754624
-84.076433,1000,443.957555
-79.72973,1000,490.157918
-70.29703,1000,535.374109
-80.13245,1000,581.127347
-79.93311,1000,628.673489
-76.095618,1000,676.020579
-83.388704,1000,721.748323
-80.0,1000,768.104636
-72.727273,1000,813.037048
-75.088968,1000,859.52406
-80.89172,1000,905.343626
-69.924812,1000,952.745713
-67.625899,1000,993.970643
-76.923077,1000,1039.831609
-69.491525,1000,1085.205148
-79.93311,1000,1131.636956
-82.993197,1000,1177.509935
-75.409836,1000,1224.019723
-82.45614,1000,1270.723897
-79.591837,1000,1316.651054
-79.381443,1000,1362.502197
-80.769231,1000,1407.967667
-76.5625,1000,1453.552443
-79.381443,1000,1503.909431
-79.238754,1000,1549.643695
-82.876712,1000,1598.710519
-79.094077,1000,1644.311258
-79.381443,1000,1694.199671
-67.032967,1000,1741.300504
-80.263158,1000,1789.637186
-83.81877,1000,1839.701184
-80.830671,1000,1886.69299
-77.099237,1000,1934.671731
-82.817869,1000,1976.587427
-81.818182,1000,2027.975585
-83.606557,1000,2097.497024
-81.132075,1000,2161.918518
-79.166667,1000,2225.795282
-82.269504,1000,2291.502273
-87.301587,1000,2360.028001
-61.937716,1000,2425.604885
-79.310345,1000,2487.457004
-80.263158,1000,2551.944493
-75.352113,1000,2611.408957
-80.645161,1000,2670.989162
-79.238754,1000,2731.690983
-76.666667,1000,2791.574668
-83.277592,1000,2852.497956
-78.33935,1000,2913.515488
-85.422741,1000,2974.65605
-80.327869,1000,3035.473344
-82.817869,1000,3096.972539
-79.93311,1000,3158.617295
-81.36646,1000,3219.915416
-84.520124,1000,3271.94578
-74.729242,1000,3331.229294
-77.272727,1000,3391.676379
-80.89172,1000,3452.484046
-80.645161,1000,3520.030346
-61.538462,1000,3579.356963
-78.417266,1000,3640.196338
-83.050847,1000,3702.571694
-79.522184,1000,3763.385965
-66.666667,1000,3823.610226
-76.027397,1000,3885.324224
-68.531469,1000,3945.180354
-81.818182,1000,4005.329423
-76.271186,1000,4069.832894
-81.25,1000,4126.854837
-80.769231,1000,4183.121895
-82.578397,1000,4239.9271
-70.099668,1000,4295.832254
-77.695167,1000,4351.016393
-80.645161,1000,4407.81161
-80.519481,1000,4466.391405
-84.567901,1000,4523.08308
-74.110032,1000,4574.768471
-85.632184,1000,4630.629335
