#{"t_start": 1679579456.5432587, "env_id": "CarRacing-v0"}
r,l,t
94.267516,1000,45.162309
46.875,1000,85.682852
6.936416,1000,129.431007
13.432836,1000,173.107658
-48.553055,1000,217.023335
-77.777778,1000,261.962309
-81.751825,1000,307.527899
-83.606557,1000,352.522892
-81.25,1000,397.820233
-80.13245,1000,444.010004
-80.830671,1000,490.211476
-78.10219,1000,535.441495
-84.70948,1000,581.188235
-80.952381,1000,628.723291
-80.645161,1000,676.073765
-83.002833,1000,721.801217
-82.578397,1000,768.151346
-77.61194,1000,813.08436
-78.723404,1000,859.571648
-82.394366,1000,905.388685
-80.456026,1000,952.797275
-79.020979,1000,994.029755
-74.910394,1000,1039.887927
-70.491803,1000,1085.262693
-72.60274,1000,1131.687799
-79.310345,1000,1177.567607
-75.694444,1000,1224.135377
-80.392157,1000,1270.785511
-83.606557,1000,1316.706252
-80.769231,1000,1362.561297
-83.164983,1000,1408.019358
-86.440678,1000,1453.61013
-78.26087,1000,1503.976446
-80.519481,1000,1549.772252
-79.381443,1000,1598.768464
-82.394366,1000,1644.363389
-81.481481,1000,1694.252787
-79.310345,1000,1741.35032
-72.222222,1000,1789.689975
-81.595092,1000,1839.755238
-77.61194,1000,1886.818447
-79.591837,1000,1934.721486
-78.723404,1000,1976.644949
-80.842912,1000,2028.030973
-73.880597,1000,2097.565212
-83.388704,1000,2161.994603
-81.273408,1000,2225.878764
-73.584906,1000,2291.572063
-81.818182,1000,2360.104726
-80.066445,1000,2425.675102
-81.818182,1000,2487.517245
-75.806452,1000,2552.005076
-80.830671,1000,2611.472834
-76.744186,1000,2671.053777
-76.351351,1000,2731.756621
-75.177305,1000,2791.651402
-80.263158,1000,2852.555992
-71.530249,1000,2913.579396
-80.066445,1000,2974.720479
-74.193548,1000,3035.534856
-78.10219,1000,3097.033794
-81.308411,1000,3158.678715
-76.510067,1000,3219.980068
-81.191223,1000,3272.005256
-80.066445,1000,3331.293072
-67.509025,1000,3391.740863
-80.830671,1000,3452.546383
-82.698962,1000,3520.088984
-78.494624,1000,3579.411051
-77.777778,1000,3640.259019
-68.641115,1000,3702.628619
-73.244147,1000,3763.451325
-79.310345,1000,3823.674121
-79.166667,1000,3885.390196
-68.531469,1000,3945.243321
-79.72973,1000,4005.393192
-80.645161,1000,4069.901928
-83.606557,1000,4126.931231
-77.52809,1000,4183.185778
-86.842105,1000,4239.988814
-73.333333,1000,4295.895823
-81.751825,1000,4351.086612
-80.392157,1000,4407.866209
-80.13245,1000,4466.445295
-70.588235,1000,4523.136172
-82.300885,1000,4574.833925
-77.011494,1000,4630.685623
