#{"t_start": 1679527629.076194, "env_id": "CarRacing-v0"}
r,l,t
315.697674,1000,54.762936
392.907801,1000,104.424919
607.792208,1000,151.980762
656.849315,1000,199.783998
836.090226,1000,246.445983
400.0,1000,292.846836
271.794872,1000,340.427179
498.07074,1000,389.362739
457.003257,1000,437.636962
695.221843,1000,485.244259
349.838188,1000,534.333504
867.272727,1000,582.160421
889.130435,1000,630.081357
720.261438,1000,678.13546
650.929368,1000,725.280227
857.654723,1000,772.538393
907.4,926,819.156581
625.752508,1000,867.700189
665.243902,1000,909.862837
445.19774,1000,957.935036
473.667712,1000,1009.547924
860.784314,1000,1056.847712
885.611511,1000,1105.032959
684.883721,1000,1153.293171
868.085106,1000,1201.460653
886.577181,1000,1248.876042
912.5,875,1291.97277
441.401274,1000,1339.974105
248.623853,1000,1388.050967
835.361217,1000,1435.536289
401.577287,1000,1483.955461
